Actor_Name,Number_of_Movies,Average_Revenue,Star_Power_Score
Tobias Santelmann,1,257720413.2,254373155.794627
Vera Kincheva,1,257720413.2,254373155.794627
Richard Hatch,1,257720413.2,254373155.794627
Tomono Kuga,1,257720413.2,254373155.794627
Torin Thatcher,1,257720413.2,254373155.794627
Jeff Prewett,1,257720413.2,254373155.794627
Isabel May,1,257720413.2,254373155.794627
Kathryn Grant,1,257720413.2,254373155.794627
Jessica Manuel,1,257720413.2,254373155.794627
Lewis Martin,1,257720413.2,254373155.794627
Peter Berg,1,257720413.2,254373155.794627
Leo Morimoto,1,257720413.2,254373155.794627
Mitsuki Yayoi,1,257720413.2,254373155.794627
Nadia Farès,1,257720413.2,254373155.794627
Robert Gustafsson,1,257720413.2,254373155.794627
Aya Murata,1,257720413.2,254373155.794627
Penélope Cruz,16,254558371.55,254354879.3508458
George Kennedy,8,254716038.60000002,254326679.25905865
Song Joong-ki,3,255195496.66666666,254263126.44597027
Ward Horton,1,256857527.0,254229341.42796034
Tony Amendola,1,256857527.0,254229341.42796034
Andrew W. Walker,2,255516919.1,254221765.68110886
Jackie Chan,57,254261780.4385965,254216774.29948002
Ed Helms,7,254385482.14285713,254101408.0473135
Shahadi Wright Joseph,1,256022707.0,254090204.76129368
Sophie Thatcher,1,255974410.4,254082155.32796037
Jay Duplass,1,255974410.4,254082155.32796037
Steve Carell,23,254129536.08695653,254053494.69884866
Matthew Yang King,1,255795871.4,254052398.82796037
Jake Lacy,1,255795871.4,254052398.82796037
Nathalie Emmanuel,3,254515616.0666667,254008171.22097027
Katheryn Winnick,2,254522624.6,253937681.5382517
Parry Shen,1,254963976.8,253913749.72796035
Alan Ford,1,254963976.8,253913749.72796035
Michelle Ryan,1,254963976.8,253913749.72796035
Georgia King,1,254963976.8,253913749.72796035
Laura Ortiz,1,254963976.8,253913749.72796035
Jimmy Bennett,1,254948951.2,253911245.4612937
Paul Bianchi,1,254946484.2,253910834.294627
Jack Pearson,1,254946484.2,253910834.294627
Erin Coker,1,254946484.2,253910834.294627
Valeria Lamm,1,254671383.8,253864984.22796035
Jacek Poniedziałek,1,254671383.8,253864984.22796035
Lucciano Kurti,1,254671383.8,253864984.22796035
Eleonora Giorgi,1,254671383.8,253864984.22796035
Gabriele Ferzetti,1,254671383.8,253864984.22796035
Pol Hermoso,1,254671383.8,253864984.22796035
Olivia Baglivi,1,254671383.8,253864984.22796035
Bo Svenson,1,254671383.8,253864984.22796035
JC Tan,1,254671383.8,253864984.22796035
Erin Gray,1,254671383.8,253864984.22796035
Winslow Fegley,2,254262591.0,253863386.223966
Adam Hirsch,1,254504167.2,253837114.794627
Xie Mengwei,1,254504167.2,253837114.794627
Assi Dayan,1,254504167.2,253837114.794627
Henri Pagnoncelli,1,254504167.2,253837114.794627
Hao Shaowen,1,254504167.2,253837114.794627
Shraga Harpaz,1,254504167.2,253837114.794627
Cui Zhenzhen,1,254504167.2,253837114.794627
Rossana Ghessa,1,254504167.2,253837114.794627
Suzane Carvalho,1,254504167.2,253837114.794627
Don Ameche,2,254133407.4,253826476.623966
Suwinit Panjamawat,1,254278668.2,253799531.62796035
Santisuk Promsiri,1,254278668.2,253799531.62796035
Wojciech Zieliński,1,254278668.2,253799531.62796035
Sebastiano Pigazzi,1,254278668.2,253799531.62796035
Denny Huang,1,254278668.2,253799531.62796035
Roma Gąsiorowska,1,254278668.2,253799531.62796035
Maciej Musiał,1,254278668.2,253799531.62796035
Sin Seong-hoon,1,254278668.2,253799531.62796035
Lee Hong Chi,1,254278668.2,253799531.62796035
Weisen Liu,1,254278668.2,253799531.62796035
Aarif Rahman,1,254212245.0,253788461.09462702
Zhang Yixing,1,254212245.0,253788461.09462702
Eli Wallach,4,253776759.5,253736173.28530687
Ella Balinska,2,253655736.3,253689999.16682315
Erbi Ago,1,253160866.8,253613231.39462703
Lucy Brown,1,253160866.8,253613231.39462703
Velizar Binev,1,253160866.8,253613231.39462703
Lionel Jeffries,1,253136523.6,253609174.19462702
Sally Ann Howes,1,253136523.6,253609174.19462702
Eva Ugarte,2,253324549.20000002,253595374.28110886
Bill Hader,6,253426870.5,253552704.0516147
Dermot Magennis,3,253280748.66666666,253545095.94597027
Owen Teague,3,253270532.33333334,253541264.82097027
James Clayton,1,252564447.8,253513828.22796035
Lina Lecompte,1,252564447.8,253513828.22796035
Harald Lundt,1,252514495.2,253505502.794627
Colloseo Schulzendorf,1,252514495.2,253505502.794627
Beatrice Manowski,1,252514495.2,253505502.794627
Nora Arnezeder,2,252963319.9,253492165.9096803
Francesco Gheghi,1,252076159.2,253432446.794627
Filippo Timi,1,252076159.2,253432446.794627
Francesco Scianna,1,252076159.2,253432446.794627
Ana Serradilla,1,252076159.2,253432446.794627
Jaya Bachchan,1,252034622.2,253425523.9612937
Amitabh Bachchan,1,252034622.2,253425523.9612937
Kristy Swanson,7,253193940.54285717,253406342.1139802
Kristen Schaal,4,253021534.85,253400517.8853069
Christian Benedetti,1,251792115.2,253385106.12796035
Paolo Gumabao,1,251792115.2,253385106.12796035
Tomas von Brömssen,1,251777647.4,253382694.82796037
Camille Sullivan,1,251777647.4,253382694.82796037
Summer H. Howell,1,251777647.4,253382694.82796037
Johan Widerberg,1,251777647.4,253382694.82796037
Marika Lagercrantz,1,251777647.4,253382694.82796037
Karen Allen,5,253056495.8,253380100.05677623
Mariko Tsutsui,1,251678636.0,253366192.92796034
Ami Fukuda,1,251678636.0,253366192.92796034
Julián Gil,1,251678636.0,253366192.92796034
Aidan Shipley,1,251539512.8,253343005.72796035
Emilia McCarthy,1,251539512.8,253343005.72796035
Franka Potente,6,253003343.53333333,253321689.3425238
Junpei Takiguchi,1,251358333.2,253312809.12796035
Hekiru Shiina,1,251358333.2,253312809.12796035
Masami Kikuchi,1,251358333.2,253312809.12796035
Michael Tse,1,251276175.0,253299116.09462702
Teo García,1,251276175.0,253299116.09462702
Pamela Reed,1,251212670.0,253288531.92796034
Michael Kopsa,2,252198407.10000002,253273619.39539456
Ariane Labed,1,250984619.6,253250523.52796036
Gwendoline Christie,1,250984619.6,253250523.52796036
Mandy Patinkin,2,252071738.3,253237428.30968028
Marc Maron,1,250659286.0,253196301.26129368
Frank Rautenbach,1,250609542.6,253188010.69462702
Mothusi Magano,1,250609542.6,253188010.69462702
Chris Chameleon,1,250609542.6,253188010.69462702
Mieko Arai,2,251864773.7,253178295.56682312
Angourie Rice,5,252610441.56000003,253157072.93677622
Jason Raize,1,250397798.0,253152719.92796034
Daniel Nehme,1,250351474.6,253144999.36129367
Olga Kent,1,250351474.6,253144999.36129367
Rolf Kristian Larsen,2,251730779.1,253140011.39539456
Akemi Okamura,17,252962809.57647055,253131194.74398914
Liam McIntyre,3,252160021.6,253124823.29597026
Theresa Randle,1,250180384.0,253116484.26129368
Michael Jordan,1,250180384.0,253116484.26129368
Wayne Knight,1,250180384.0,253116484.26129368
Enzo Cilenti,1,250162022.0,253113423.92796034
Damson Idris,1,250162022.0,253113423.92796034
Noah Schnapp,1,250091610.0,253101688.59462702
Bill Melendez,1,250091610.0,253101688.59462702
Marleik 'Mar Mar' Walker,1,250091610.0,253101688.59462702
Anaïs Parello,1,249984799.4,253083886.82796037
Nathan Welsh,1,249984799.4,253083886.82796037
Sania Halifa,1,249812559.2,253055180.12796035
Titouan Gerbier,1,249812559.2,253055180.12796035
Oumou Sangaré,1,249812559.2,253055180.12796035
Joi Staton,1,249632395.4,253025152.82796037
Peter Ratray,1,249632395.4,253025152.82796037
Harlee McBride,1,249632395.4,253025152.82796037
Edward Finlay,1,249577615.2,253016022.794627
Eric Wan,1,249577615.2,253016022.794627
Ava Acres,1,249577615.2,253016022.794627
John Lynch,1,249577615.2,253016022.794627
John Heffernan,1,249577615.2,253016022.794627
Greg Bryk,1,249577615.2,253016022.794627
Lauren Beatty,1,249577615.2,253016022.794627
Usman Ally,1,249577615.2,253016022.794627
Katharine King,1,249577615.2,253016022.794627
Sara Wolfkind,1,249577615.2,253016022.794627
Chloe Brooks,1,249577615.2,253016022.794627
Brady Jenness,1,249577615.2,253016022.794627
Ed Morrone,1,249577615.2,253016022.794627
Emily Swallow,1,249577615.2,253016022.794627
Laura Harris,2,251084193.1,252955272.5382517
Matt Craven,2,250863780.3,252892297.45253742
Paige McGhee,1,248833858.4,252892063.32796037
Georgie Flores,1,248833858.4,252892063.32796037
Natasha Liu Bordizzo,2,250775520.7,252867080.423966
Haiting Cai,1,248318985.2,252806251.12796035
Michael C. Williams,1,248300000.0,252803086.92796034
Joshua Leonard,1,248300000.0,252803086.92796034
Rei Hance,1,248300000.0,252803086.92796034
Andre Braugher,2,250495290.5,252787014.65253744
Richard Crenna,6,251994951.0,252771657.0516147
Dick Van Dyke,4,251483001.15,252716725.12975132
Hiroyuki Ikeuchi,1,247663502.8,252697004.0612937
Park Hae-soo,1,247663502.8,252697004.0612937
Ratnamon Ratchiratham,1,247575382.6,252682317.36129367
Keesha Sharp,1,247575382.6,252682317.36129367
Kongkiat Khomsiri,1,247575382.6,252682317.36129367
Theeradej Wongpuapan,1,247575382.6,252682317.36129367
Lydia Hearst,1,247575382.6,252682317.36129367
Zach Braff,2,250127968.0,252682065.36682314
Mark Rylance,7,251872492.94285712,252635497.68064684
Giulia Patrignani,1,247240931.6,252626575.52796036
Whoopi Goldberg,7,251854407.34285715,252624947.74731353
Dustin Hoffman,24,252384066.4666667,252611590.23337114
John Ducey,1,246937806.8,252576054.72796035
Song Weilong,1,246937806.8,252576054.72796035
Lin Yanrou,1,246937806.8,252576054.72796035
Christina Moore,1,246937806.8,252576054.72796035
Fumika Shimizu,3,250682281.13333333,252570670.62097025
Christian De Sica,1,246367071.0,252480932.09462702
Lina Santos,1,246367071.0,252480932.09462702
Angela Finocchiaro,1,246367071.0,252480932.09462702
Claudia Ieremia,1,246367071.0,252480932.09462702
Laura Acuña,1,246367071.0,252480932.09462702
Rodrigo Candamil,1,246367071.0,252480932.09462702
Olimpia Mălai,1,246367071.0,252480932.09462702
Dharma Mangia Woods,1,246367071.0,252480932.09462702
Katia Pascariu,1,246367071.0,252480932.09462702
Scott Bakula,1,246215895.8,252455736.22796035
Danny Mann,1,246100000.0,252436420.26129368
Christine Cavanaugh,1,246100000.0,252436420.26129368
Anders Matthesen,2,249178833.8,252410884.16682315
Nomzamo Mbatha,1,245892490.4,252401835.32796037
Andy Allo,1,245892490.4,252401835.32796037
Djimon Hounsou,5,251099357.84,252401531.0767762
Eartha Kitt,2,249106097.2,252390102.28110886
Gary Sinise,6,251261766.0,252371737.96070564
Aaron Groben,1,245520574.6,252339849.36129367
Ione Butler,1,245520574.6,252339849.36129367
Andrew Asper,1,245520574.6,252339849.36129367
Daniel David Stewart,1,245416443.2,252322494.12796035
Milt Kahl,1,245388402.8,252317820.72796035
Don Wilson,1,245388402.8,252317820.72796035
Isabela Merced,5,250899083.32,252301393.81677622
Dany Boon,1,245144417.0,252277156.42796034
Zoé Félix,1,245144417.0,252277156.42796034
Alberto Lionello,1,245108932.8,252271242.39462703
Lorena Cacciatore,1,245108932.8,252271242.39462703
Amedeo Grieco,1,245108932.8,252271242.39462703
Giancarlo Giannini,1,245108932.8,252271242.39462703
Pio D'Antini,1,245108932.8,252271242.39462703
Keith Ferguson,1,245087577.2,252267683.12796035
Juliet Aubrey,1,245045429.2,252260658.4612937
Leynar Gomez,1,244998523.2,252252840.794627
Nicholas Gonzalez,1,244998523.2,252252840.794627
Megumi Ogata,9,251435112.7777778,252245324.04055446
Guy Holling,1,244880940.0,252233243.59462702
Marc Ribera,1,244880940.0,252233243.59462702
Alberto Díaz,1,244880940.0,252233243.59462702
Raphaëlle Perez,1,244880940.0,252233243.59462702
Bruce Marchiano,1,244880940.0,252233243.59462702
Kristie Cooper,1,244880940.0,252233243.59462702
Sampo Sarkola,1,244880940.0,252233243.59462702
Anu Sinisalo,1,244880940.0,252233243.59462702
Ville Virtanen,1,244880940.0,252233243.59462702
Wi Ha-jun,3,249718980.86666667,252209433.02097028
Julia Louis-Dreyfus,2,248308230.0,252162140.223966
Jason Alexander,4,250151524.95,252124957.92975134
Clemens Schick,2,248176647.4,252124545.19539458
Sonoya Mizuno,1,244165005.2,252113921.12796035
Allie Marie Evans,1,244165005.2,252113921.12796035
Paola Quattrini,1,244165005.2,252113921.12796035
Annie Hamilton,1,244165005.2,252113921.12796035
Jim Blumetti,1,244165005.2,252113921.12796035
Thomas F. Wilson,1,244087259.0,252100963.42796034
Omari Hardwick,4,250015986.5,252064718.6186402
Debbie Reynolds,2,247958562.5,252062235.223966
Asher Angel,2,247835466.0,252027064.79539457
Christina Wolfe,1,243434798.2,251992219.9612937
Ziad Bakri,1,243434798.2,251992219.9612937
Liu Haocun,1,243434798.2,251992219.9612937
Riele Downs,1,243434798.2,251992219.9612937
Bronagh Waugh,1,243434798.2,251992219.9612937
Kevin Guo,1,243434798.2,251992219.9612937
Greg Evigan,1,243180937.0,251949909.76129368
Vanessa Evigan,1,243180937.0,251949909.76129368
Dedee Pfeiffer,1,243180937.0,251949909.76129368
Pat Boone,1,243180937.0,251949909.76129368
Arlene Dahl,1,243180937.0,251949909.76129368
James Fleet,1,242895809.0,251902388.42796034
Ji An,1,242891346.8,251901644.72796035
Francesca Neri,2,247371574.0,251894524.223966
Russell Tovey,2,247340195.6,251885558.96682316
Alice Taglioni,2,247245609.6,251858534.39539456
Rob Lowe,7,250533448.59999996,251854388.48064682
Alexander Ludwig,2,247225600.2,251852817.423966
Roger Bart,2,247044307.0,251801019.36682314
Tate Donovan,2,247044307.0,251801019.36682314
Josh Keaton,2,247044307.0,251801019.36682314
Craig Fairbrass,1,242252666.6,251795198.02796036
Thomas Turgoose,1,242252666.6,251795198.02796036
Fran Cubero,1,242236239.0,251792460.09462702
Trini Alabanda,1,242236239.0,251792460.09462702
Álvaro Agredano,1,242236239.0,251792460.09462702
Bobby Ray Thompson III,1,242235692.0,251792368.92796034
Stephen A. Elkins,1,242235692.0,251792368.92796034
Max Purget,1,242235692.0,251792368.92796034
Jennifer Ehle,4,249210823.05,251706868.196418
Peter Lorre,2,246567100.4,251664674.623966
Cassidy Gifford,2,246546012.5,251658649.50968027
Julieta Zylberberg,1,241031716.6,251591706.36129367
Luke Spencer Roberts,1,241031716.6,251591706.36129367
Juan Ignacio di Marco,1,241031716.6,251591706.36129367
Ryan Gaul,1,241031716.6,251591706.36129367
Bruno Ascenzo,1,241031716.6,251591706.36129367
Paula Echevarría,1,241031716.6,251591706.36129367
Gisela Ponce de León,1,241031716.6,251591706.36129367
Alan Sabbagh,1,241031716.6,251591706.36129367
Marina Gatell,1,240742794.8,251543552.72796035
Kad Merad,2,246138149.3,251542117.16682315
Haruhiko Kato,2,245943661.5,251486549.223966
Demián Bichir,9,250216545.73333332,251461959.51198298
Kathy Wu,1,240033015.8,251425256.22796035
Amy Johnston,1,240033015.8,251425256.22796035
Muriel Hofmann,1,240033015.8,251425256.22796035
Evan Ross,2,245684167.2,251412407.9953946
Kevin James,13,250516850.92307693,251402087.97598678
Logan Browning,2,245632422.9,251397623.9096803
John Meillon,1,239606210.0,251354121.92796034
Alain Delon,2,245460341.8,251348457.88110888
Jeon Do-yeon,4,248396637.05,251345007.75197357
Hiromasa Taguchi,1,239293565.0,251302014.42796034
Kanako Toujou,1,239293565.0,251302014.42796034
Tony Curtis,2,245229610.7,251282534.7096803
Langley Kirkwood,3,247245668.20000002,251281940.77097028
James DeBello,1,239010826.4,251254891.32796037
Jessica Williams,2,245111483.9,251248784.19539458
Ornella Muti,2,244837310.3,251170448.88110888
Joe Manganiello,4,247889693.3,251119699.41864023
Yūko Tanaka,2,244635564.9,251112807.3382517
Will Kemp,2,244591338.6,251100171.25253743
Alex Rendall,1,237808574.8,251054516.0612937
Miguel Feliciano,1,237808574.8,251054516.0612937
Mindy Fyfe,1,237808574.8,251054516.0612937
Eduardo España,3,246606848.73333335,251042383.47097027
Karolina Wydra,3,246590957.79999998,251036424.37097025
Alex MacNicoll,1,237645675.0,251027366.09462702
Alex Neustaedter,1,237645675.0,251027366.09462702
Erin Karpluk,2,244035107.7,250941248.13825172
Stephen Merchant,3,246336683.0,250941071.32097027
Karen Lynn Gorney,1,237113184.0,250938617.59462702
Gísli Örn Garðarsson,1,236242943.8,250793577.5612937
Baltasar Kormákur,1,236242943.8,250793577.5612937
Chieko Baisho,1,236049757.0,250761379.76129368
Akihiro Miwa,1,236049757.0,250761379.76129368
Gaby Espino,2,243329344.4,250739601.48110884
Nasar Anuz,1,235836556.2,250725846.294627
Gabriel Damon,2,243239603.5,250713961.223966
Miranda Hart,1,235666219.0,250697456.76129368
Simon Quarterman,2,243166470.4,250693066.05253744
Kazuhiko Inoue,5,247680830.03999996,250692267.17677617
Daniel MacPherson,1,235364405.4,250647154.49462703
Kevin McKidd,3,245477035.66666666,250618703.57097027
Júlia Rabello,1,234980052.8,250583095.72796035
Maurício Manfrini,1,234980052.8,250583095.72796035
Ine Jansen,1,234980052.8,250583095.72796035
Francesca Ferrazzo,1,234980052.8,250583095.72796035
Leandro Hassum,1,234980052.8,250583095.72796035
Erick Elías,1,234980052.8,250583095.72796035
Fernando Guallar,1,234980052.8,250583095.72796035
Michela Quattrociocche,1,234980052.8,250583095.72796035
Kim Nam-gil,2,242754066.5,250575236.36682314
Daniel Zovatto,2,242726383.9,250567327.05253744
Joakim Nätterqvist,1,234882878.8,250566900.0612937
Julie Hagerty,2,242640716.5,250542850.65253744
Lily Li,1,234641242.0,250526627.26129368
Wang Chung,1,234641242.0,250526627.26129368
Lam Fai-Wong,1,234641242.0,250526627.26129368
Ingrid Bolsø Berdal,3,245209606.0,250518417.44597027
Bradley Cooper,19,249663699.2842105,250505366.99865672
Bam Margera,4,246446303.75,250478192.95197356
Carlos Ferro,1,234272533.2,250465175.794627
Andreas Apergis,1,234272533.2,250465175.794627
Chen Kun,3,244973122.26666665,250429736.04597026
Leo Harlem,2,242215399.3,250421331.45253742
El Cejas,2,242215399.3,250421331.45253742
Naoki Tatsuta,1,233325357.6,250307313.19462702
Ayan Elmi,1,233023741.6,250257043.86129367
Stuart Constable,1,233023741.6,250257043.86129367
Maia Alvina,1,233023741.6,250257043.86129367
Timothy Spall,2,241598807.0,250245162.223966
Timothy Omundson,1,232887659.4,250234363.49462703
Thaila Ayala,1,232887659.4,250234363.49462703
Junko Iwao,2,241511060.1,250220091.68110886
Phoebe Tonkin,4,245822330.95,250200871.7075291
Christopher George,2,241340236.9,250171285.05253744
Claire Danes,6,247195364.5,250153700.77888745
Arap Bethke,2,241263728.5,250149425.50968027
Don Cheadle,13,248776558.3846154,250145210.03154236
Maxim Baldry,1,232225908.0,250124071.59462702
Steve Pemberton,1,232225908.0,250124071.59462702
Christian Calloway,1,231592198.6,250018453.36129367
Drew Powell,1,231592198.6,250018453.36129367
Olivier Gourmet,1,231390603.2,249984854.12796035
Antonio de la Torre,1,231390603.2,249984854.12796035
Àlex Brendemühl,1,231390603.2,249984854.12796035
Alexandra Masangkay,1,231390603.2,249984854.12796035
Coco Lloyd,1,231350551.0,249978178.76129368
Mary Anne Barlow,1,231350551.0,249978178.76129368
Mari Molefe van Heerden,1,231350551.0,249978178.76129368
María Cecilia Botero,1,231120602.0,249939853.92796034
Chutimon Chuengcharoensukying,2,240398744.3,249902287.16682315
Lucas Grabeel,1,230890092.0,249901435.59462702
Kim Hee-seon,1,230622652.4,249856862.32796037
Brigitte Lahaie,2,240025535.2,249795655.9953946
Nadine Pascal,2,240025535.2,249795655.9953946
Hugh Edwards,1,230103083.6,249770267.52796036
James Aubrey,1,230103083.6,249770267.52796036
